inst_name,state_abbr,city,county_name,enrollment_men,enrollment_women,enrollment_total,ath_classification_code
Miller-Motte College-STVT-San Antonio,TX,San Antonio,Bexar County,,,,
Concorde Career College-Dallas,TX,Dallas,Dallas County,,,,
Concorde Career Institute-Orlando,FL,Orlando,Orange County,,,,
Concorde Career College-San Antonio,TX,San Antonio,Bexar County,,,,
Johnson & Wales University-Online,RI,Providence,Providence County,,,,
Fairfax University of America,VA,Fairfax,Fairfax County,,,,
Geisinger-Lewistown Hospital School of Nursing,PA,Lewistown,Mifflin County,,,,
Moreno Valley College,CA,Moreno Valley,Riverside County,,,,
Onondaga School of Therapeutic Massage-Rochester,NY,Rochester,Monroe County,,,,
Norco College,CA,Norco,Riverside County,787.0,715.0,1502.0,17.0
Dorsey College-Saginaw,MI,Saginaw,Saginaw County,,,,
Milan Institute of Cosmetology-La Quinta,CA,La Quinta,Riverside County,,,,
Milan Institute-Boise,ID,Boise,Ada County,,,,
Milan Institute of Cosmetology-El Paso,TX,El Paso,El Paso County,,,,
Universal Technical Institute-Dallas Fort Worth,TX,Irving,Dallas County,,,,
ICPR Junior College,PR,Manati,Manatí  Municipio,,,,
Artistic Nails and Beauty Academy-Lakeland,FL,Lakeland,Polk County,,,,
American Sentinel College of Nursing and Health Sciences,CT,Waterbury,New Haven County,,,,
Hawaii Medical College,HI,Honolulu,Honolulu County,,,,
Carolina College of Hair Design,NC,Asheville,Buncombe County,,,,
College of Massage Therapy,ID,Blackfoot,Bingham County,,,,
Miller-Motte College-Jacksonville,NC,Jacksonville,Onslow County,,,,
Miller-Motte College-Augusta,GA,Augusta,Richmond County,,,,
Miller-Motte College-Conway,SC,Conway,Horry County,,,,
Aveda Institute-Portland,OR,Portland,Multnomah County,,,,
Chamberlain University-Virginia,VA,Vienna,Fairfax County,,,,
Stevens-Henager College,ID,Boise,Ada County,,,,
Penrose Academy,AZ,Scottsdale,Maricopa County,,,,
Skin Institute,MO,Saint Louis,St. Louis County,,,,
Beauty Academy of South Florida,FL,Hialeah Gardens,Miami-Dade County,,,,
Ogle School Hair Skin Nails-North Dallas,TX,Dallas,Dallas County,,,,
The Salon Professional Academy-North Little Rock,AR,Sherwood,Pulaski County,,,,
The Salon Professional Academy-St Charles,MO,St. Charles,St. Charles County,,,,
Mildred Elley-New York Campus,NY,New York,New York County,,,,
National Paralegal College,AZ,Phoenix,Maricopa County,,,,
Carolina College of Biblical Studies,NC,Fayetteville,Cumberland County,,,,
Northeast Technology Center,OK,Pryor,Mayes County,,,,
Allstate Hairstyling & Barber College,OH,Cleveland,Cuyahoga County,,,,
Omega Graduate School,TN,Dayton,Rhea County,,,,
Jung Tao School of Classical Chinese Medicine,NC,Sugar Grove,Watauga County,,,,
New York Film Academy,CA,Burbank,Los Angeles County,,,,
International College of Cosmetology,CA,Oakland,Alameda County,,,,
Bella Capelli Academy,PA,Monroeville,Allegheny County,,,,
Institute of Medical Careers,PA,Pittsburgh,Allegheny County,,,,
Flagler Technical College,FL,Palm Coast,Flagler County,,,,
Galaxy Medical College,CA,North Hollywood,Los Angeles County,,,,
American Medical Sciences Center,CA,Glendale,Los Angeles County,,,,
Mandalyn Academy,UT,American Fork,Utah County,,,,
Jose Maria Vargas University,FL,Pembroke Pines,Broward County,,,,
American Academy of Health and Beauty,NH,Manchester,Hillsborough County,,,,
D A Dorsey Technical College,FL,Miami,Miami-Dade County,,,,
Keweenaw Bay Ojibwa Community College,MI,Baraga,Baraga County,,,,
Meridian Institute of Surgical Assisting,TN,Nashville,Davidson County,,,,
Mauna Loa Helicopters,HI,Kailua Kona,Hawaii County,,,,
Acaydia School of Aesthetics,UT,Provo,Utah County,,,,
Holistic Massage Training Institute,MD,Baltimore,Baltimore City,,,,
Diamonds Cosmetology College,TX,Sherman,Grayson County,,,,
Northern Virginia School of Therapeutic Massage,VA,Falls Church,Fairfax County,,,,
Paul Mitchell the School-St Louis,MO,St. Louis,St. Louis City,,,,
Advanced Training Institute,NV,Las Vegas,Clark County,,,,
Shepherds Theological Seminary,NC,Cary,Wake County,,,,
Taylor Andrews Academy of Hair Design-West Jordan,UT,West Jordan,Salt Lake County,,,,
Santa Ana Beauty Academy,CA,Santa Ana,Orange County,,,,
Manna University,NC,Fayetteville,Cumberland County,,,,
Evolve Beauty Academy,MO,Washing,Franklin County,,,,
Aveda Institute-New Mexico,NM,Albuquerque,Bernalillo County,,,,
American Trade School,MO,Saint Ann,St. Louis County,,,,
Estelle Skin Care and Spa Institute,IL,Skokie,Cook County,,,,
Paul Mitchell the School-Honolulu,HI,Honolulu,Honolulu County,,,,
Elite Cosmetology School,CA,PALM DESERT,Riverside County,,,,
American Technical Institute,PR,Bayamon,Bayamón Municipio,,,,
Bergin University of Canine Studies,CA,Penngrove,Sonoma County,,,,
Aveda Institute-Boise,ID,Boise,Ada County,,,,
Pima Medical Institute-Aurora,CO,Aurora,Arapahoe County,,,,
Capilo School of Hair Design,ME,Augusta,Kennebec County,,,,
Pure Aesthetics Natural Skincare School,AZ,Tucson,Pima County,,,,
Lindsey Institute of Cosmetology,KY,Bowling Green,Warren County,,,,
Buckner Barber School,TX,Dallas,Dallas County,,,,
Simmons College of Kentucky,KY,Louisville,Jefferson County,63.0,52.0,115.0,16.0
Atelier Esthetique Institute of Esthetics,NY,New York,New York County,,,,
Advanced College of Cosmetology,WI,Waupun,Dodge County,,,,
North American University,TX,Stafford,Fort Bend County,,,,
United Beauty College,CO,Denver,Denver County,,,,
Cinta Aveda Institute,CA,San Francisco,San Francisco County,,,,
Long Island Nail Skin & Hair Institute,NY,Levittown,Nassau County,,,,
Keser Torah-Mayan Hatalmud,NJ,Lakewood,Ocean County,,,,
Southern California Health Institute,CA,North Hollywood,Los Angeles County,,,,
Best Care College,NJ,East Orange,Essex County,,,,
First Class Cosmetology School,WI,Beloit,Rock County,,,,
Millennia Atlantic University,FL,Doral,Miami-Dade County,,,,
Abcott Institute,MI,Southfield,Oakland County,,,,
The Salon Professional Academy-Kenosha,WI,Kenosha,Kenosha County,,,,
Paul Mitchell the School-Indianapolis,IN,Indianapolis,Marion County,,,,
Taylor Andrews Academy-St George,UT,St. George,Washington County,,,,
Protege Academy,MI,East Lansing,Ingham County,,,,
Colorado Academy of Veterinary Technology,CO,Colorado Springs,El Paso County,,,,
Northeast Technical Institute,ME,Scarborough,Cumberland County,,,,
Elite School of Cosmetology,OH,Norwalk,Huron County,,,,
Paul Mitchell the School-Las Vegas,NV,Las Vegas,Clark County,,,,
Summit Salon Academy-Kokomo,IN,Kokomo,Howard County,,,,
Florida Academy,FL,Fort Myers,Lee County,,,,
Institute for Doctoral Studies in the Visual Arts,ME,Portland,Cumberland County,,,,
State Career College,IL,Waukegan,Lake County,,,,
Academy for Salon Professionals,CA,Northridge,Los Angeles County,,,,
Paul Mitchell the School-Spokane,WA,Spokane Valley,Spokane County,,,,
International College of Beauty Arts & Sciences,CA,Los Angeles,Los Angeles County,,,,
The Salon Professional Academy,IL,Plainfield,Will County,,,,
John Paul the Great Catholic University,CA,Escondido,San Diego County,,,,
University of Connecticut-Hartford Campus,CT,Hartford,Hartford County,,,,
Ottawa University-Surprise,AZ,Surprise,Maricopa County,450.0,367.0,817.0,9.0
Independence University,UT,Salt Lake City,Salt Lake County,,,,
Chamberlain University-Missouri,MO,St. Louis,St. Louis County,,,,
Chamberlain University-Texas,TX,Houston,Harris County,,,,
Continental School of Beauty Culture-Mattydale,NY,Mattydale,Onondaga County,,,,
Carrington College-Ontario,CA,Ontario,San Bernardino County,,,,
Porter and Chester Institute - Chicopee 2,MA,Chicopee,Hampden County,,,,
Paul Mitchell the School-Columbia,SC,West Columbia,Lexington County,,,,
Paul Mitchell the School-Charleston,SC,North Charleston,Charleston County,,,,
Kenneth Shuler School of Cosmetology-Greenville,SC,Greenville,Anderson County,,,,
Northwest College-Eugene,OR,Springfield,Lane County,,,,
Northwest College-Tualatin,OR,Tualatin,Washington County,,,,
San Joaquin Valley College-Hanford Classroom,CA,Hanford,Kings County,,,,
CET-Soledad,CA,Soledad,Monterey County,,,,
United Education Institute-UEI College-Oceanside,CA,Oceanside,San Diego County,,,,
Vanguard College of Cosmetology-Metairie,LA,Metairie,Jefferson Parish,,,,
United Education Institute-Garden Grove,CA,Garden Grove,Orange County,,,,
New England Tractor Trailer Training School of Massachusetts,MA,North Andover,Essex County,,,,
Dewey University-Manati,PR,Manati,Manatí  Municipio,,,,
Allen School-Phoenix,AZ,Phoenix,Maricopa County,,,,
Oklahoma Technical College,OK,Tulsa,Tulsa County,,,,
Midwest Technical Institute-Moline,IL,Moline,Rock Island County,,,,
Unitech Training Academy-Alexandria,LA,Alexandria,Rapides Parish,,,,
Unitech Training Academy-Lake Charles,LA,Lake Charles,Calcasieu Parish,,,,
Aveda Institute-Los Angeles,CA,Los Angeles,Los Angeles County,,,,
UEI College-Riverside,CA,Riverside,Riverside County,,,,
WellSpring School of Allied Health-Lawrence,KS,Lawrence,Douglas County,,,,
Manuel and Theresa's School of Hair Design-Victoria,TX,Victoria,Victoria County,,,,
Tricoci University of Beauty Culture-Chicago NE,IL,Chicago,Cook County,,,,
Los Angeles Pacific University,CA,San Dimas,Los Angeles County,,,,
California College San Diego-CollegeAmerica-Phoenix,AZ,Phoenix,Maricopa County,,,,
Avalon Institute-Phoenix,AZ,Phoenix,Maricopa County,,,,
Avalon Institute-Layton,UT,Layton,Davis County,,,,
Aveda Institute-Des Moines,IA,West Des Moines,Dallas County,,,,
Fortis Institute-Lawrenceville,NJ,Lawrenceville,Mercer County,,,,
Relay Graduate School of Education,NY,New York,New York County,,,,
Miller-Motte College-Macon,GA,Macon,Bibb County,,,,
South University-Savannah Online,GA,Savannah,Chatham County,,,,
Fortis College-Montgomery,AL,Montgomery,Montgomery County,,,,
San Joaquin Valley College-Temecula,CA,Temecula,Riverside County,,,,
Whitworth University-Adult Degree Programs,WA,Spokane,Spokane County,,,,
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,CA,Santa Barbara,Santa Barbara County,,,,
The University of America,CA,Temecula,Riverside County,,,,
"Springfield College-Regional, Online, and Continuing Education",MA,Springfield,Hampden County,,,,
Marian Health Careers Center-Van Nuys Campus,CA,Van Nuys,Los Angeles County,,,,
Milan Institute-Las Vegas,NV,Las Vegas,Clark County,,,,
Catholic Distance University,WV,Charles Town,Jefferson County,,,,
New York School of Esthetics & Day Spa,NY,white plains,Westchester County,,,,
Panache Academy of Beauty,WI,Baraboo,Sauk County,,,,
Finger Lakes Health College of Nursing & Health Sciences,NY,Geneva,Ontario County,,,,
ASI Career Institute,NJ,Turnersville,Gloucester County,,,,
Midwest Technical Institute-Ridgeland,MS,Ridgeland,Madison County,,,,
Christine Valmy International School of Esthetics & Cosmetology,NJ,Pine Brook,Morris County,,,,
City College-Hollywood,FL,Hollywood,Broward County,,,,
Paul Mitchell the School-Arlington,TX,Arlington,Tarrant County,,,,
Rocky Mountain University of Health Professions,UT,Provo,Utah County,,,,
Paul Mitchell the School-Fort Myers,FL,Fort Myers,Lee County,,,,
Paul Mitchell the School-Raleigh,NC,Raleigh,Wake County,,,,
CUNY Stella and Charles Guttman Community College,NY,New York,New York County,,,,
Lil Lou's Beauty and Barber College,IN,Gary,Lake County,,,,
Criswell College,TX,Dallas,Dallas County,,,,
Beverly Hills Design Institute,CA,Beverly Hills,Los Angeles County,,,,
Reflections Academy of Beauty,IL,Decatur,Macon County,,,,
UCAS University of Cosmetology Arts & Sciences-La Joya,TX,La Joya,Hidalgo County,,,,
Annenberg School of Nursing,CA,Reseda,Los Angeles County,,,,
American Medical Academy,FL,Miami,Miami-Dade County,,,,
Tooele Technical College,UT,Tooele,Tooele County,,,,
Chamberlain University-Georgia,GA,Atlanta,Fulton County,,,,
Chamberlain University-Indiana,IN,Indianapolis,Marion County,,,,
Carrington College-Mesquite,TX,Mesquite,Dallas County,,,,
Sessions College for Professional Design,AZ,Tempe,Maricopa County,,,,
Tulsa Welding School-Jacksonville,FL,Jacksonville,Duval County,,,,
Empire Beauty School-Virginia Beach,VA,Virginia Beach,Virginia Beach City,,,,
Ross Medical Education Center-Morgantown,WV,Morgantown,Monongalia County,,,,
Paul Mitchell the School-Ogden,UT,Ogden,Weber County,,,,
Miami Ad School-New York,NY,Astoria,Queens County,,,,
Larry's Barber College,IL,Chicago,Cook County,,,,
Futura Career Institute,FL,Hialeah,Miami-Dade County,,,,
Flair Beauty College,CA,Valencia,Los Angeles County,,,,
Vogue College of Cosmetology-San Antonio Fredericksburg,TX,San Antonio,Bexar County,,,,
Vogue College of Cosmetology,TX,San Antonio,Bexar County,,,,
Tomorrow's Image Barber And Beauty Academy of Virginia,VA,Newport News,Newport News City,,,,
Medical Allied Career Center,CA,Santa Fe Springs,Los Angeles County,,,,
Bais HaMedrash and Mesivta of Baltimore,MD,Baltimore,Baltimore County,,,,
Barber & Beauty Institute of New York,NY,Hempstead,Nassau County,,,,
Salon Institute-Toledo Campus,OH,Toledo,Lucas County,,,,
Athena Career Academy,OH,Toledo,Lucas County,,,,
Yeshiva Gedolah Zichron Leyma,NJ,Union,Union County,,,,
The Barber School,UT,Midvale,Salt Lake County,,,,
Be'er Yaakov Talmudic Seminary,NY,Spring Valley,Rockland County,,,,
Rio Grande Valley College,TX,Pharr,Hidalgo County,,,,
Alexander Academy,MA,Lunenburg,Worcester County,,,,
Aveda Institute-Tucson,AZ,Tucson,Pima County,,,,
Diamond Beauty College,CA,South El Monte,Los Angeles County,,,,
Unitek College,CA,South San Francisco,San Mateo County,,,,
University Academy of Hair Design,AL,Tuscaloosa,Tuscaloosa County,,,,
Florida Institute of Recording Sound and Technology,FL,Orlando,Orange County,,,,
Paul Mitchell the School-Reno,NV,Reno,Washoe County,,,,
Boise Barber College,ID,Boise,Ada County,,,,
Austin Kade Academy,ID,Idaho Falls,Bonneville County,,,,
Aesthetic Science Institute,NY,Latham,Albany County,,,,
Elaine Sterling Institute,GA,Atlanta,Fulton County,,,,
Wade Gordon Hairdressing Academy,TX,Amarillo,Potter County,,,,
Mitsu Sato Hair Academy,KS,Overland Park,Johnson County,,,,
FVI School of Nursing and Technology,FL,Miami,Miami-Dade County,,,,
SAE Institute of Technology-Atlanta,GA,Atlanta,Fulton County,,,,
Academy di Firenze,ID,Jerome,Jerome County,,,,
SAE Institute of Technology-Miami,FL,North Miami Beach,Miami-Dade County,,,,
Colorado State University-Global Campus,CO,Aurora,Arapahoe County,,,,
Paul Mitchell the School-Overland Park,KS,Overland Park,Johnson County,,,,
Medspa Academies,UT,South Jordan,Salt Lake County,,,,
Brighton Institute of Cosmetology,MI,Brighton,Livingston County,,,,
West Coast University-Dallas,TX,Dallas,Dallas County,,,,
Empire Beauty School-Savannah,GA,Savannah,Chatham County,,,,
Ogle School Hair Skin Nails-Denton,TX,Denton,Denton County,,,,
Empire Beauty School-West Greensboro,NC,Greensboro,Guilford County,,,,
California College San Diego,CA,San Marcos,San Diego County,,,,
Jolie Hair and Beauty Academy-Northfield,NJ,Northfield,Atlantic County,,,,
Hays Academy of Hair Design,KS,Salina,Saline County,,,,
Bellus Academy,KS,Manhattan,Riley County,,,,
MotoRing Technical Training Institute,RI,East Providence,Providence County,,,,
Columbia College,VA,Centreville,Fairfax County,,,,
Unitek College,CA,Hayward,Alameda County,,,,
Medical Career Institute,NJ,Ocean,Monmouth County,,,,
Advance Beauty Techs Academy,CA,San Jacinto,Riverside County,,,,
Elevate Salon Institute-Westminster,CO,Westminster,Jefferson County,,,,
Brand College,CA,Glendale,Los Angeles County,,,,
Hinton Barber and Beauty College,CA,Vallejo,Solano County,,,,
Advanced Career Institute,CA,Visalia,Tulare County,,,,
Digital Film Academy,NY,New York,New York County,,,,
MyComputerCareer.edu-Raleigh,NC,Raleigh,Wake County,,,,
South University-Austin,TX,Round Rock,Williamson County,,,,
Bryant & Stratton College-Online,NY,Orchard Park,Erie County,,,,
Ogle School Hair Skin Nails-San Antonio,TX,San Antonio,Bexar County,,,,
Ideal Beauty Academy,KY,Louisville,Jefferson County,,,,
Mercyhurst University-North East Campus,PA,North East,Erie County,,,,
Warner Pacific University Professional and Graduate Studies,OR,Portland,Multnomah County,,,,
Platt College-Riverside,CA,Riverside,Riverside County,,,,
Empire Beauty School-Glen Burnie,MD,Glen Burnie,Anne Arundel County,,,,
International School of Cosmetology,AZ,Scottsdale,Maricopa County,,,,
United Education Institute-UEI College Stockton,CA,Stockton,San Joaquin County,,,,
Shiloh University,CA,Rancho Cucamonga,Washington County,,,,
Ross Medical Education Center-Dayton,OH,Dayton,Montgomery County,,,,
Ross Medical Education Center-Ontario,OH,Ontario,Richland County,,,,
Ross Medical Education Center-Bowling Green,KY,Bowling Green,Warren County,,,,
Florida Institute of Technology-Online,FL,Melbourne,Brevard County,,,,
Rasmussen University-Kansas,KS,Topeka,Shawnee County,,,,
Columbia Institute,MD,Silver Spring,Montgomery County,,,,
School of Missionary Aviation Technology,MI,Ionia,Ionia County,,,,
Ace Cosmetology and Barber Training Center,CT,Waterbury,New Haven County,,,,
California Miramar University,CA,San Diego,San Diego County,,,,
Rocky Vista University,CO,Parker,Douglas County,,,,
The College of Health Care Professions-Dallas,TX,Dallas,Dallas County,,,,
The College of Health Care Professions-Fort Worth,TX,Fort Worth,Tarrant County,,,,
Shear Finesse Beauty Academy,FL,Jacksonville,Duval County,,,,
Miami Media School,FL,Doral,Miami-Dade County,,,,
Academy of Salon Professionals,MO,Sedalia,Pettis County,,,,
CyberTex Institute of Technology,TX,Austin,Travis County,,,,
New England Tractor Trailer Training School of CT-Bridgeport,CT,Bridgeport,Fairfield County,,,,
Gemini School of Visual Arts & Communication,TX,Austin,Williamson County,,,,
Designer Barber & Stylist School,AR,Ft Smith,Sebastian County,,,,
Paul Mitchell the School-Woodbridge,VA,Woodbridge,Prince William County,,,,
College of the Muscogee Nation,OK,Okmulgee,Okmulgee County,,,,
The Salon Professional Academy-Huntsville,AL,Huntsville,Madison County,,,,
